frame,timestamp_s,brightness,saturation,edge_density,top_edge_density,bottom_edge_density,histogram_change,motion_score,scene_cut
265,8.8333,128.2829,63.1899,0.02413,0.025632,0.017481,0.003808,0.019271,0
266,8.8667,128.2802,63.2008,0.024161,0.025755,0.017481,0.004318,0.01744,0
267,8.9,128.2679,63.1924,0.024126,0.025584,0.017481,0.003195,0.031708,0
268,8.9333,128.1798,63.3388,0.024321,0.025807,0.017481,0.004831,0.030382,0
269,8.9667,128.1666,63.3135,0.024234,0.025612,0.017481,0.005743,0.064837,0
270,9.0,128.1158,63.3693,0.024294,0.025843,0.017481,0.003794,0.048124,0
271,9.0333,128.1382,63.3169,0.024308,0.025954,0.017481,0.005121,0.050068,0
272,9.0667,128.1942,63.307,0.024291,0.025915,0.017608,0.004893,0.015579,0
273,9.1,128.2421,63.0063,0.024606,0.026038,0.018923,0.009024,0.033543,0
274,9.1333,128.2707,62.968,0.024633,0.025799,0.018915,0.005157,0.027762,0
275,9.1667,128.2651,63.0398,0.024541,0.025628,0.019112,0.006806,0.054372,0
276,9.2,128.2033,63.1661,0.024166,0.02575,0.017481,0.006747,0.032725,0
277,9.2333,128.1717,63.1887,0.02428,0.025801,0.017481,0.004832,0.016969,0
278,9.2667,128.1907,63.08,0.024232,0.02556,0.017481,0.007497,0.058787,0
279,9.3,128.1394,63.097,0.024308,0.025814,0.017481,0.005521,0.053457,0
280,9.3333,128.1026,63.1182,0.024307,0.025775,0.017481,0.004895,0.028933,0
281,9.3667,128.1851,62.9551,0.024491,0.026042,0.017623,0.006728,0.037696,0
282,9.4,128.121,62.997,0.024571,0.026248,0.017593,0.004453,0.026712,0
283,9.4333,128.0978,63.0235,0.02459,0.026428,0.017595,0.004384,0.022534,0
284,9.4667,128.0534,63.0518,0.02462,0.026547,0.017481,0.006036,0.052733,0
285,9.5,128.0499,63.0089,0.024653,0.026711,0.017481,0.005994,0.028815,0
286,9.5333,128.0552,63.0166,0.024679,0.026775,0.017481,0.005916,0.01685,0
287,9.5667,128.1134,62.8952,0.024546,0.026501,0.017481,0.007685,0.055168,0
288,9.6,128.0807,62.9077,0.024586,0.026797,0.017481,0.005257,0.052268,0
289,9.6333,128.1035,62.9483,0.024702,0.02688,0.017481,0.014204,0.030422,0
290,9.6667,128.0801,62.8858,0.024681,0.026926,0.017481,0.027768,0.029408,0
291,9.7,128.1923,62.8271,0.0247,0.02688,0.017481,0.039168,0.03254,0
292,9.7333,128.1452,62.9892,0.024721,0.026832,0.017481,0.021263,0.019502,0
293,9.7667,128.1715,62.9069,0.024516,0.026496,0.017481,0.006594,0.043905,0
294,9.8,128.1349,62.9881,0.02442,0.026733,0.017481,0.005354,0.024353,0
295,9.8333,128.1219,63.0261,0.024408,0.026725,0.017481,0.003944,0.013803,0
296,9.8667,128.1864,62.9845,0.024535,0.026661,0.017481,0.006864,0.06602,0
297,9.9,128.077,63.1061,0.024337,0.026727,0.017481,0.006348,0.065163,0
298,9.9333,128.0417,63.209,0.024361,0.026867,0.017477,0.005478,0.021082,0
299,9.9667,128.0442,63.1741,0.024468,0.026918,0.017477,0.00627,0.041369,0
300,10.0,128.0895,63.0996,0.024774,0.027047,0.017477,0.007068,0.030819,0
301,10.0333,128.0646,63.247,0.024768,0.026905,0.017477,0.006568,0.02672,0
302,10.0667,128.0995,63.2298,0.024654,0.026619,0.017477,0.005855,0.044656,0
303,10.1,128.1086,63.1803,0.02466,0.026683,0.017481,0.004482,0.029432,0
304,10.1333,128.1449,63.1303,0.024788,0.026584,0.017481,0.008218,0.024401,0
305,10.1667,128.1909,63.1426,0.024665,0.02654,0.017601,0.008143,0.067057,0
306,10.2,128.2075,63.1165,0.024715,0.026284,0.017479,0.004591,0.045052,0
307,10.2333,128.2032,63.1142,0.024558,0.025906,0.017474,0.006178,0.019233,0
308,10.2667,128.3168,63.0271,0.024571,0.025871,0.017474,0.008934,0.030791,0
309,10.3,128.2943,63.0529,0.024564,0.025864,0.017474,0.004234,0.018385,0
310,10.3333,128.3098,63.043,0.024402,0.025847,0.017472,0.006118,0.017693,0
311,10.3667,128.3027,63.0888,0.024321,0.025511,0.017472,0.006251,0.011913,0
312,10.4,128.2299,63.106,0.024474,0.025636,0.017472,0.005586,0.039623,0
